NombreUnidad,direccion,entidad,municipio,telefono,correoelec,sitioweb,Latitude,Longitude,Sector,Inst,POBUSn,POBUSa,POBUSd,,SumaCluster,NivCuidad,ConDer,comollegar
C.A.M. BATALLON DE SAN PATRICIO 53,"Calle Aguase 18, Int: NA, Fraccionamiento Los Pocitos, C.P. 46260 Huejúcar, Jalisco",Jalisco,Huejúcar,Tel. 4579470882,cam53_huejucar@hotmail.com,,22.36351975,-103.217799,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=22.36351975,-103.217799&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CAM,"Prolongacion Emiliano Zapata 20, Int: NA, Colonia La Presa, C.P. 49540 Valle de Juárez, Jalisco",Jalisco,Valle de Juárez,Tel. NA,,,19.93717495,-102.9471495,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.93717495,-102.9471495&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE ATENCION MULTIPLE,"Calle Rio Cihuatlan 934, Int: NA, Colonia Las Aguilas, C.P. 45080 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,centromultiple_18@live.com.mx,,20.62529581,-103.4091518,Pública,SEP,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.62529581,-103.4091518&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE ATENCION MULTIPLE YAHUALICA,"Calle Durazno 53, Int: NA, Barrio Cbta, C.P. 47300 Yahualica de González Gallo, Jalisco",Jalisco,Yahualica de González Gallo,Tel. NA,,,21.17746271,-102.8764097,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=21.17746271,-102.8764097&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE ATENCION MULTIPLE DE OCOTLAN,"Calle Tabachin 207, Int: NA, Colonia Primavera, C.P. 47829 Ocotlán, Jalisco",Jalisco,Ocotlán,Tel. NA,,,20.36693769,-102.7802522,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.36693769,-102.7802522&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE ATENCION MULTIPLE NUNUTZI KIE TURNO MATUTINO,"Calle Alcazar 399, Int: NA, Colonia Jardines Alcalde, C.P. 44298 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,camnunutziekiematutino@hotmail.com,,20.70216277,-103.3364279,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.70216277,-103.3364279&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE ATENCIN MULTIPLE PEGUEROS,"Privada Sor Juana Ines De La Cruz 8, Int: NA, Colonia Pegueros, C.P. 47715 Tepatitlán de Morelos, Jalisco",Jalisco,Tepatitlán de Morelos,Tel. NA,,,20.95390122,-102.6647834,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.95390122,-102.6647834&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE ATENCION MULTIPLE 14 JUAN JOSE ARREOLA TM,"Calle Playa De Hornos 1251, Int: NA, Fraccionamiento Villas Tepeyac, C.P. 45050 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,cam14.jja@gmail.com,,20.65346985,-103.4283893,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.65346985,-103.4283893&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE ATENCION MULTIPLE AURORA LUEVANOS DEL RIO,"Calle Guadalupe Victoria 665, Int: NA, Fraccionamiento La Gloria, C.P. 47670 Tepatitlán de Morelos, Jalisco",Jalisco,Tepatitlán de Morelos,Tel. 3787828006,,,20.81304333,-102.7723277,Pública,SEP,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.81304333,-102.7723277&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE ATENCION MULTIPLE AZTLAN,"Calle Cempasuchil NA, Int: NA, Colonia Aztlan, C.P. 45402 Tonalá, Jalisco",Jalisco,Tonalá,Tel. 3336911226,caztlan2011@yahoo.com.mx,,20.61559731,-103.2782213,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.61559731,-103.2782213&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CAM DEGOLLADO,"Calle Moradores NA, Int: NA, Colonia Centro, C.P. 47980 Degollado, Jalisco",Jalisco,Degollado,Tel. NA,,,20.44155449,-102.1337328,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.44155449,-102.1337328&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE CAPACITACION Y ATENCION PARA PERSONAS CON DISCAPACIDAD,"Calle Ingeniero Tello 475, Int: NA, Colonia Lomas De Tlaquepaque, C.P. 45550 San Pedro Tlaquepaque, Jalisco",Jalisco,San Pedro Tlaquepaque,Tel. 3338380716,discapacidad_diftlaq@hotmail.com,,20.62955668,-103.3033482,Pública,DIF,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.62955668,-103.3033482&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE ATENCION MULTIPLE,"Calle Emiliano Zapata 305, Int: NA, Localidad El Arenal, C.P. 45350 El Arenal, Jalisco",Jalisco,El Arenal,Tel. NA,zona13cam@gmail.com,,20.77308423,-103.6879597,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.77308423,-103.6879597&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CAM HOMTIEN TH,"Calle Isla Itaca 3326, Int: NA, Colonia Jardines De San Jose, C.P. 44950 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 3336634479,,,20.63393287,-103.3841688,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.63393287,-103.3841688&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CAM JEAN PEAGET,"Privada Incas 237, Int: NA, Colonia El Rosario, C.P. 47095 San Juan de los Lagos, Jalisco",Jalisco,San Juan de los Lagos,Tel. 3957854500,,,21.23736421,-102.3262594,Pública,SEP,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=21.23736421,-102.3262594&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE ATENCION MULTIPLE ANTONIO ALCALDE 5 TV,"Avenida Fray Antonio Alcalde 1284, Int: NA, Colonia Miraflores, C.P. 44270 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,14eml00680@escuelas.sej.gob.mx,,20.69854496,-103.3476223,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.69854496,-103.3476223&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE ATENCION MULTIPLE POLANCO TURNO VESPERTINO,"Calle 14 (Manuel Mena) 4200, Int: NA, Colonia Polanquito, C.P. 44968 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,,,20.61958153,-103.3750635,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.61958153,-103.3750635&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE ATENCION MULTIPLE NUMERO 2 ANTONIO ALCALDE,"Avenida Fray Antonio Alcalde 1284, Int: NA, Colonia Miraflores, C.P. 44270 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,14eml0069n@escuelas.sej.gob.mx,,20.69854496,-103.3476223,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.69854496,-103.3476223&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO ATENCION MULTIPLE JESUS MARIA,"Calle Ninguno NA, Int: NA, Colonia Centro, C.P. 47950 Jesús María, Jalisco",Jalisco,Jesús María,Tel. NA,,,20.60816929,-102.2290604,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.60816929,-102.2290604&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CAM NARCISO MENDOZA,"Prolongacion Galeana NA, Int: NA, Colonia Centro, C.P. 49500 Mazamitla, Jalisco",Jalisco,Mazamitla,Tel. NA,,,19.92931362,-103.0223309,Pública,SEP,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.92931362,-103.0223309&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CARLOS ENRIQUE CASTILLO PERAZA,"Calle Guamuchil 30, Int: NA, Colonia La Higuera, C.P. 45300 Tala, Jalisco",Jalisco,Tala,Tel. NA,camtalam@hotmail.com,,20.65974219,-103.6990732,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.65974219,-103.6990732&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE ATENCION MULTIPLE,"Avenida Normalistas 4000, Int: NA, Colonia Miraflores, C.P. 44270 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 3338547771,,,20.6938288,-103.3467664,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.6938288,-103.3467664&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE ATENCIÓN MÚLTIPLE 36,"Prolongacion Independencia 282, Int: NA, Localidad Sayula, C.P. 49300 Sayula, Jalisco",Jalisco,Sayula,Tel. NA,,,19.88373667,-103.5908262,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.88373667,-103.5908262&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE ATENCION MULTIPLE CUQUIO,"Calle Nicolas Bravo NA, Int: NA, Barrio El Rincon, C.P. 45480 Cuquío, Jalisco",Jalisco,Cuquío,Tel. NA,,,20.92170738,-103.0210765,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.92170738,-103.0210765&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
C.A.M ARISTEO RUIZ RUIZ 14DML0012N,"Calle Constitucionalistas 300, Int: NA, Barrio Lomas, C.P. 47200 Teocaltiche, Jalisco",Jalisco,Teocaltiche,Tel. NA,,,21.44410696,-102.5695152,Pública,SEP,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=21.44410696,-102.5695152&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE ATENCION MULTIPLE NO. 45 EDUCACION ESPECIAL,"Calle Alberto Orozco Romero NA, Int: NA, Localidad Villa De Purificacion, C.P. 48800 Villa Purificación, Jalisco",Jalisco,Villa Purificación,Tel. 3173897859,can45jeanpiajet@hotmail.com,,19.71197535,-104.6087884,Pública,SEP,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.71197535,-104.6087884&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE EDUACIÓN ESPECIAL NÚMERO 50 JAIME TORRES BODET,"Calle Tauro NA, Int: NA, Fraccionamiento El Calvario, C.P. 45750 Zacoalco de Torres, Jalisco",Jalisco,Zacoalco de Torres,Tel. NA,,,20.21888642,-103.5749827,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.21888642,-103.5749827&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE EDUCACION ESPECIAL 18 DE MARZO,"Calle A. N. Cabeza De Vaca 304, Int: NA, Fraccionamiento Anexo 18 De Marzo, C.P. 44960 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,cee18demarzo@gmail.com,,20.63481581,-103.3775167,Pública,DIF,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.63481581,-103.3775167&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CAM ESTEBAN VERA MUÑOZ,"Avenida Morelos 310, Int: NA, Colonia Capilla De Guadalupe, C.P. 47700 Tepatitlán de Morelos, Jalisco",Jalisco,Tepatitlán de Morelos,Tel. NA,14dml0038v@escuelas.sej.gob.mx,,20.82635305,-102.5859303,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.82635305,-102.5859303&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE ATENCION MULTIPLE DIEGO HUIZAR MARTINEZ,"Calle Siglo Xxi NA, Int: NA, Barrio Tlaxcala, C.P. 46206 Colotlán, Jalisco",Jalisco,Colotlán,Tel. NA,14dml0029n@escuelas.sej.gob.mx,,22.0998115,-103.2707945,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=22.0998115,-103.2707945&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE ATENCION MULTIPLE CAM 21,"Calle Melchor Ocampo 152, Int: NA, Colonia Valentin Gomez Farias, C.P. 48320 Puerto Vallarta, Jalisco",Jalisco,Puerto Vallarta,Tel. 3221333045,cam21pv@gmail.com,,20.63073968,-105.2217618,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.63073968,-105.2217618&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE ATENCION MULTIPLE ANTONIO GONZALEZ OCHOA 23,"Calle Ninguno 172, Int: NA, Colonia Fracc La Esmeralda, C.P. 49064 Zapotlán el Grande, Jalisco",Jalisco,Zapotlán el Grande,Tel. NA,,,19.6958905,-103.4522038,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.6958905,-103.4522038&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE EDUCACION ESPECIAL 26,"Calle Reforma 223, Int: NA, Colonia Casimiro Castillo Centro, C.P. 48930 Casimiro Castillo, Jalisco",Jalisco,Casimiro Castillo,Tel. NA,,,19.60385682,-104.4436647,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.60385682,-104.4436647&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
ALAS DE UN ANGEL,"Calle Martinez Valadez 142, Int: NA, Colonia Centro, C.P. 47180 Arandas, Jalisco",Jalisco,Arandas,Tel. NA,,,20.70692005,-102.3430337,Privada,Privada,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.70692005,-102.3430337&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CAM MANUEL LOPEZ COTILLA TM,"Calle Evora NA, Int: NA, Colonia Santa Elena Alcalde, C.P. 44270 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. 3338530315,,,20.71514025,-103.3444615,Pública,SEP,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.71514025,-103.3444615&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE ATENCION MULTIPLE NO 20 MA YOLANDA CASTILLERO DE ROMERO 14EML0081I,"Avenida Tizatirla 37, Int: NA, Colonia Talpita, C.P. 49800 Tuxpan, Jalisco",Jalisco,Tuxpan,Tel. NA,cam20tuxpan@outlook.com,,19.56132047,-103.3687887,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.56132047,-103.3687887&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CAM DESPERTADOR AMERICANO,"Avenida Fray Antonio Alcalde 1284, Int: NA, Colonia Miraflores, C.P. 44270 Guadalajara, Jalisco",Jalisco,Guadalajara,Tel. NA,14eml0083@escuelas.sej.gob.mx,,20.69854496,-103.3476223,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.69854496,-103.3476223&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CAM 49 MA DE JESUS GOMEZ ORTEGA,"Calle Paseo De Las Limas 20, Int: NA, Colonia Los Granados, C.P. 45700 Acatlán de Juárez, Jalisco",Jalisco,Acatlán de Juárez,Tel. NA,c.a.m.49@hotmail.com,,20.41738726,-103.596176,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.41738726,-103.596176&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CAM 28 SOR JUANA INES DE LA CRUZ,"Calle Panteon NA, Int: NA, Colonia La Mesa, C.P. 48200 Talpa de Allende, Jalisco",Jalisco,Talpa de Allende,Tel. NA,,,20.39385072,-104.825994,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.39385072,-104.825994&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE ATENCION MULTIPLE ADOLFO CHRISTLIEB,"Calle Brasil 195, Int: NA, Fraccionamiento Hacienda Santa Fe, C.P. 45655 Tlajomulco de Zúñiga, Jalisco",Jalisco,Tlajomulco de Zúñiga,Tel. NA,,,20.51206445,-103.3730234,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.51206445,-103.3730234&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CAM 39 MANUEL LOPEZ COTILLA  CLAVE 14EML0075Y,"Calle Jose Maria Montenegro NA, Int: NA, Fraccionamiento Huertos De Ixtlahuacan, C.P. 45850 Ixtlahuacán de los Membrillos, Jalisco",Jalisco,Ixtlahuacán de los Membrillos,Tel. 3331394853,cam39mlc@hotmail.com,,20.34258816,-103.1937125,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.34258816,-103.1937125&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE EDUCACION ESPECIAL N 56 PUDENCIANA CERVANTES CHAVEZ,"Calle Ninguno 0, Int: NA, Barrio Del Puente Nuevo, C.P. 49700 San Gabriel, Jalisco",Jalisco,San Gabriel,Tel. NA,14eml0061v@escuelas.c.gob.mx,,19.74532721,-103.7722861,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.74532721,-103.7722861&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE ATENCIÓN MULTIPLE VALLE DE GUADALUPE,"Calle Miguel Hidalgo 135, Int: NA, Colonia Centro, C.P. 47380 Valle de Guadalupe, Jalisco",Jalisco,Valle de Guadalupe,Tel. NA,,,21.0125171,-102.6161334,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=21.0125171,-102.6161334&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE EDUCACION ESPECIAL,"Calle Brillante 2673, Int: NA, Colonia Residencial Victoria, C.P. 45089 Zapopan, Jalisco",Jalisco,Zapopan,Tel. NA,institutolomabonita@hotmail.com,,20.64055215,-103.3971595,Sociedad civil,Sociedad civil,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.64055215,-103.3971595&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE ATENCION MULTIPLE BENITO JUAREZ. 14EML0077W,"Privada Ninguno NA, Int: NA, Colonia Centro, C.P. 49370 Amacueca, Jalisco",Jalisco,Amacueca,Tel. NA,,,20.01130915,-103.5943553,Pública,SEP,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.01130915,-103.5943553&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE ATENCIÓN MULTIPLE TURNO VESPERTINO,"Calle Alambiques 2760, Int: NA, Colonia Parque Alamo Industrial, C.P. 44490 San Pedro Tlaquepaque, Jalisco",Jalisco,San Pedro Tlaquepaque,Tel. NA,camsalvadormlima@hotmail.com,,20.621051,-103.3286128,Pública,Pública,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=20.621051,-103.3286128&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CENTRO DE ATENCION MULTIPLE CIHUATLAN. FEDERAL,"Calle Vasco Nuño De Balboa 3, Int: NA, Localidad Barra De Navidad, C.P. 48987 Cihuatlán, Jalisco",Jalisco,Cihuatlán,Tel. NA,,,19.2099112,-104.6761594,Pública,SEP,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.2099112,-104.6761594&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
CAM MUNDO NUEVO ZONA 11 CLAVE 14DML0069O,"Calle Mariano Torres Aranda 599, Int: NA, Colonia Constituyentes, C.P. 49088 Zapotlán el Grande, Jalisco",Jalisco,Zapotlán el Grande,Tel. NA,,,19.68895664,-103.4701981,Pública,SEP,Infancia,,Personas con discapacidad,,9,Cuidado indirecto,Acceso sin derechohabiencia,"<a href=""https://maps.google.com/?ll=19.68895664,-103.4701981&z=14"" target=""_blank"" rel=""noopener"">Indicaciones</a>"
